Author,Quote,Book,Tags,Rating,Location,Link,Collected,RawSource,Created,id
Daniel Abraham,"It would be weeks yet, and then it would seem to come overnight. It occurred to Dawson as he paused in a wide, vaulted tile of an abandoned bathing chamber, how many things followed that same pattern. The seemingly endless stasis followed by a few small signs, and then sudden catastrophic change.",The Dragon’s Path,,,page 225 (Location 3444-3446),,"August 10, 2017 11:33 PM (GMT)",,"March 15, 2020 4:50 PM",3362
Michael Hyatt,2. Anticipation. Anticipating a wow experience is almost as good as the experience itself.,Platform: Get Noticed in a Noisy World,,,page 26 (Location 391-392),,"October 6, 2016 1:08 PM (GMT)",,"March 15, 2020 4:50 PM",2897
Herman Hesse,"His glance turned to ice when he encountered women; his mouth twitched with contempt, when he walked through a city of nicely dressed people. He saw merchants trading, princes hunting, mourners wailing for their dead, whores offering themselves, physicians trying to help the sick, priests determining the most suitable day for seeding, lovers loving, mothers nursing their children—and all of this was not worthy of one look from his eye, it all lied, it all stank, it all stank of lies, it all pretended to be meaningful and joyful and beautiful, and it all was just concealed putrefaction. The world tasted bitter. Life was torture. A goal stood before Siddhartha, a single goal: to become empty, empty of thirst, empty of wishing, empty of dreams, empty of joy and sorrow. Dead to himself, not to be a self any more, to find tranquility with an emptied heard, to be open to miracles in unselfish thoughts, that was his goal. Once all of my self was overcome and had died, once every desire and every urge was silent in the heart, then the ultimate part of me had to awake, the innermost of my being, which is no longer my self, the great secret.",Siddhartha,"Atman, Enlightenment",,page 10 (Location 144-152),,"July 29, 2018 1:24 AM (GMT)",,"March 15, 2020 4:50 PM",3905
Tara Brach,"While the ground of Radical Acceptance is our moment-to-moment experience, we can bring the same clear and kind attention to the patterns of thoughts and feelings, behaviors and events that shape our life experience.",Radical Acceptance: Awakening the Love that Heals Fear and Shame,"Acceptance, Strategy",,page 35 (location 486-488),,"January 27, 2020 3:22 PM (GMT)",,"March 15, 2020 4:50 PM",4238
Michael Lewis,"“It reflects a general property of the human organism as a pleasure machine. For most people, the happiness involved in receiving a desirable object is smaller than the unhappiness involved in losing the same object.”",The Undoing Project: A Friendship That Changed Our Minds,"Loss, Psychology",,page 234 (Location 3578-3579),,"June 19, 2018 11:05 PM (GMT)",,"March 15, 2020 4:50 PM",3885
Carol Dweck,"It also means we need to train leaders, managers, and employees to believe in growth, in addition to training them in the specifics of effective communication and mentoring. Indeed, a growth mindset workshop might be a good first step in any major training program.",Mindset,,,page 154 (Location 2351-2353),,"August 9, 2016 7:46 PM (GMT)",,"March 15, 2020 4:50 PM",2750
R. F. Kuang,"For once, he gave her the easy answer. “You must conflate these concepts. The god outside you. The god within. Once you understand that these are one and the same, once you can hold both concepts in your head and know them to be true, you’ll be a shaman.”",The Poppy War,"Buddhism, Religion",,page 235 (Location 3598-3600),,"January 17, 2019 1:22 AM (GMT)",,"March 15, 2020 4:50 PM",3998
Elif Shafak,Nothing ruins the human soul more than hidden resentment.,The Architect's Apprentice,,,page 333 (Location 5094-5094),,"August 16, 2016 12:20 AM (GMT)",,"March 15, 2020 4:50 PM",2775
Pema Chodron,IN THE BUDDHA’S first teaching—called the four noble truths—he talked about suffering. The first noble truth says that it’s part of being human to feel discomfort.,Comfortable with Uncertainty,,,page 23 (Location 351-353),,"September 26, 2017 12:27 AM (GMT)",,"March 15, 2020 4:50 PM",3576
Siddhartha Mukherjee,"Carcinogens, Ames suggested, had a common, distinctive functional property: they altered genes.",The Emperor of All Maladies,,,page 397 (Location 6076-6077),,"December 22, 2016 11:58 PM (GMT)",,"March 15, 2020 4:50 PM",2998
Unknown,Elsewhere Smith writes that “the wise and virtuous man is at all times willing that his own private interest should be sacrificed to the public interest of his own particular order or society” (TMS VI.ii.3.3).,Adam Smith,"Better World, Virtue",,page 67 (location 1013-1014),,"November 3, 2019 2:43 PM (GMT)",,"March 15, 2020 4:50 PM",4091
"Hanh, Thich Nhat","The Chinese character for concentration means, literally, ""maintaining evenness,"" neither too high nor too low, neither too excited nor too dull.",The Heart Of The Buddha's Teaching,,,page 108 (Location 1651-1652),,"September 18, 2017 10:48 PM (GMT)",,"March 15, 2020 4:50 PM",3502
"Baggini, Julian","Not all philosophers have suffered from this misapprehension, of course. The best, to my mind, are precisely those who manage both to be no less precise than necessary, but no more precise than is possible.",The Ego Trick,,,page 131 (Location 2002-2003),,"July 19, 2016 10:12 AM (GMT)",,"March 15, 2020 4:50 PM",2608
Andrea Wulf,"Most visitors were surprised by the simplicity of Humboldt’s living arrangements: an apartment in a plain house not far from the university that his brother Wilhelm had founded. Whenever visitors arrived, they were welcomed by Seifert. He would take them to the second-floor flat where they would walk through a room filled with stuffed birds, rock specimens and other natural history objects, then on through the library and into the study where the walls were lined with yet more bookcases. The rooms overflowed with manuscripts and drawings, scientific instruments and more stuffed animals, as well as folios filled with pressed plants, rolled-up maps, busts, portraits and even a pet chameleon. There was a ‘magnificent’ leopard skin on the plain wooden floor. A parrot interrupted conversations when it shouted Humboldt’s most common instruction to his servant: ‘Much sugar, much coffee, Mr Seifert.’ Boxes cluttered the floor and the desk was surrounded by piles of books. A globe stood on one of the side tables in the library, and whenever Humboldt talked about a particular mountain, river or town he would get up and spin it. Humboldt hated the cold and kept his apartment at an almost unbearable level of tropical heat, which his visitors quietly suffered. When conversing with foreigners, Humboldt spoke in several languages at the same time, switching within a sentence between German, French, Spanish and English. Although he was losing his hearing, he had lost none of his wit. First comes deafness, he joked, and then ‘imbecility’. The only reason for his ‘celebrity’, he told an acquaintance, was because he had lived to such an old age. Many visitors commented on his boyish humour, such as his much repeated joke about his chameleon which was like ‘many clerics’, he said, in its ability to look with one eye to the heavens and with the other to the earth.",The Invention of Nature,,,page 319 (Location 4884-4897),,"January 14, 2016 11:50 PM (GMT)",,"March 15, 2020 4:50 PM",2511
Naomi Alderman,"The people came to Samuel and said: Place a King over us, to guide us. And Samuel said to them: This is what a King will do if he reigns over you: he’ll take your sons and make them run with his chariots and horses. He’ll dispose them however he wants: he’ll make them commanders of thousands or captains of fifties, he’ll send them to plough, to reap, to forge his weapons and his chariots. He’ll take your daughters to make perfume for him, or cook his food or do his baking. He’ll take your fields and your vineyards and your olive groves – oh, he’ll take the very best of those and give them to his cronies. He’ll take much more. A tenth of your grain and your wine – those will go to his favourite aristocrats and faithful servants. Your manservants and your maidservants, your best men, your donkeys – yes, he’ll take those for his own use. He’ll take one tenth of your flocks and you yourselves will become his slaves. On that day, believe me, you will cry out for relief from this King, the King you asked for, but the Lord will not answer you on that day. But the people would not listen to Samuel. They said: No. Give us a King over us. So that we can be like all the other nations. Give us a King to guide us and lead us into battle. When Samuel heard what the people said, he told it to the Lord. The Lord answered, Give them a King. 1 Samuel 8",The Power,"Government, Power",,page 6 (Location 80-92),,"January 9, 2018 12:11 AM (GMT)",,"March 15, 2020 4:50 PM",3748
David McCullough,No bird soars in a calm. WILBUR WRIGHT,The Wright Brothers,,,page 2 (Location 29-31),,"November 12, 2015 10:41 PM (GMT)",,"March 15, 2020 4:50 PM",2442
James C. Scott,"writing is that it seems to have been used in Mesopotamia essentially for bookkeeping purposes for more than half a millennium before it even began to reflect the civilizational glories we associate with writing: literature, mythology, praise hymns, kings lists and genealogies, chronicles, and religious texts.33 The magnificent Epic of Gilgamesh, for example, dates from Ur’s Third Dynasty (circa 2,100 BCE), a full millennium after cuneiform had been first used for state and commercial purposes.",Against the Grain: A Deep History of the Earliest States,"Funny, Writing",,page 120 (Location 1836-1840),,"March 14, 2018 3:33 PM (GMT)",,"March 15, 2020 4:50 PM",3796
Herman Hesse,"“When someone reads a text, wants to discover its meaning, he will not scorn the symbols and letters and call them deceptions, coincidence, and worthless hull, but he will read them, he will study and love them, letter by letter. But I, who wanted to read the book of the world and the book of my own being, I have, for the sake of a meaning I had anticipated before I read, scorned the symbols and letters, I called the visible world a deception, called my eyes and my tongue coincidental and worthless forms without substance. No, this is over, I have awakened,",Siddhartha,"Enlightenment, Mindfulness",,page 29 (Location 444-448),,"August 2, 2018 11:10 PM (GMT)",,"March 15, 2020 4:50 PM",3919
Richard Wiseman,"In fact, the smallest gifts can quickly result in surprisingly large and long-lasting changes in happiness. A few dollars spent on others may be one of the best investments that you ever make.",59 Seconds,,,page 24 (Location 357-359),,"May 26, 2017 9:38 PM (GMT)",,"March 15, 2020 4:50 PM",3262
Carol Dweck,"As growth-minded leaders, they start with a belief in human potential and development—both their own and other people’s. Instead of using the company as a vehicle for their greatness, they use it as an engine of growth—for themselves, the employees, and the company as a whole.",Mindset,,,page 137 (Location 2086-2088),,"August 9, 2016 7:06 PM (GMT)",,"March 15, 2020 4:50 PM",2741
"Caro, Robert A","The wealth of the empire enabled Moses to keep many city officials in fear. With it, he hired skilled investigators he called ""bloodhounds"" who were kept busy filling dossiers. Every city official knew about those dossiers, and they knew what use Moses was capable of making of them—since the empire's wealth allowed him to create an awesomely efficient public relations machinery.",The power broker : Robert Moses and the fall of New York,"Corruption, Politics, Power",,page 21 (Location 320-323),,"December 5, 2017 11:56 PM (GMT)",,"March 15, 2020 4:50 PM",3713
"Holiday, Ryan;Hanselman, Stephen","When journalist and Civil War veteran Ambrose Bierce advised a young writer that studying the Stoics would teach him “how to be a worthy guest at the table of the gods,”",The Daily Stoic,Stoicism,,page 6 (Location 80-82),,"November 11, 2018 1:44 AM (GMT)",,"March 15, 2020 4:50 PM",3954
Richard Sheridan,"Likewise at Menlo, we have a space that is very flexible and made of lightweight mobile equipment. Three times in our history we have “bugged out” and moved to bigger space in a different part of Ann Arbor. Each time, we broke down our entire factory (tables, chairs, boards, computers, books—everything) on a Saturday and put it all back together in the new space on Sunday.","Joy, Inc.: How We Built a Workplace People Love",Agile,,page 39 (Location 597-600),,"June 4, 2019 11:06 PM (GMT)",,"March 15, 2020 4:50 PM",4025
James C. Scott,"“Tempo,” I think, is the key word here. The lives of hunter-gatherers are orchestrated by a host of natural rhythms of which they must be keen observers: the movement of herds of game (deer, gazelle, antelope, pigs); the seasonal migrations of birds, especially waterfowl, which can be intercepted and netted at their resting or nesting places; the runs of desirable fish upstream or downstream; the cycles of the ripening of fruits and nuts, which must be collected before other competitors arrive or before they spoil; and, less predictably, appearances of game, fish, turtles, and mushrooms, which must be exploited quickly.",Against the Grain: A Deep History of the Earliest States,Success,,page 77 (Location 1168-1172),,"March 12, 2018 12:09 AM (GMT)",,"March 15, 2020 4:50 PM",3790
Ed Yong,"As we know, even the most harmonious of symbioses are tinged with antagonism.",I Contain Multitudes: The Microbes Within Us and a Grander View of Life,,,page 169 (Location 2580-2581),,"July 6, 2017 11:13 PM (GMT)",,"March 15, 2020 4:50 PM",3333
Michael Lewis,"“Because we tend to reward others when they do well and punish them when they do badly, and because there is regression to the mean,” Danny later wrote, “it is part of the human condition that we are statistically punished for rewarding others and rewarded for punishing them.”",The Undoing Project: A Friendship That Changed Our Minds,Metrics,,page 103 (Location 1570-1572),,"June 9, 2018 8:22 AM (GMT)",,"March 15, 2020 4:50 PM",3861
Volker Ullrich,"The early death of her first three children was an enormous loss, and she was all the more determined to shower her fourth child Adolf with maternal care. He was the coddled favourite, while Klara’s stepchildren, Alois and Angela, often felt neglected. “He was spoiled from early morning to late at night,” opined William Patrick Hitler, Alois Jr.’s son, in New York in 1943. “The stepchildren were forced to listen to endless stories about how wonderful Adolf was.”25",Hitler,,,page 32 (Location 489-493),,"January 25, 2017 12:35 AM (GMT)",,"March 15, 2020 4:50 PM",3036
Michael Lewis,"For example, to get people to prefer a 50-50 chance of $1,000 over some certain gain, you had to lower the certain gain to around $370. To get them to prefer a certain loss to a 50-50 chance of losing $1,000, you had to lower the loss to around $370.",The Undoing Project: A Friendship That Changed Our Minds,"Decision Making, Loss, Psychology, Risk, Statistics",,page 233 (Location 3569-3571),,"June 19, 2018 11:03 PM (GMT)",,"March 15, 2020 4:50 PM",3884
Maurice Druon,"However turbulent, cruel and ambitious a man may be, he has inevitably been tempted at some time or other to resign it all and seek rest. What was the use of struggles and vain enterprises, when they must all end in the dust of the tomb?",The Lily and the Lion,,,page 240 (Location 3669-3670),,"August 10, 2015 12:58 AM (GMT)",,"March 15, 2020 4:50 PM",2377
Voices That Matter,"Choosing Carefully—Given Too Many Choices, We Freeze (and Then We Don’t Choose at All)",Neuro Web Design: What Makes Them Click?,,,page 42 (Location 632-633),,"May 13, 2016 4:44 PM (GMT)",,"March 15, 2020 4:50 PM",2585
Martin Seligman,"The crucial step in this process is systematic: it begins when patients take the Values in Action Signature Strengths (VIA) test (available in a short version in the Appendix and in the full version on the Authentic Happiness website, at www.authentichappiness.org).",Flourish,,,page 52 (Location 793-795),,"May 25, 2015 10:31 PM (GMT)",,"March 15, 2020 4:50 PM",2186
Michael Hyatt,"13. Write a guide to something popular. This is especially good for technology topics—anything in which people feel overwhelmed. I have written introductions to social networking, how to stay on top of e-mail, and how to create a life plan. The key is to assume the reader knows nothing about the topic.",Platform: Get Noticed in a Noisy World,,,page 105 (Location 1598-1600),,"October 6, 2016 3:50 PM (GMT)",,"March 15, 2020 4:50 PM",2940
Unknown,But he differs from the Stoic sage in rejecting any suggestion that we ought to regard as indifferent all the events of human life—and especially the events that cause misery and suffering to others.,Adam Smith,,,page 163 (location 2496-2497),,"November 8, 2019 8:32 AM (GMT)",,"March 15, 2020 4:50 PM",4110
"Hanh, Thich Nhat","We need to shine the light of mindfulness on everything we do, so the darkness of forgetfulness will disappear.",The Heart Of The Buddha's Teaching,,,page 30 (Location 451-451),,"September 10, 2017 12:39 PM (GMT)",,"March 15, 2020 4:50 PM",3409
Richard Wiseman,"So, to maximize happiness, choose intentional change over circumstantial change. Make the effort to start a new hobby, begin a major project, or try a sport that you have never tried before.",59 Seconds,,,page 29 (Location 443-444),,"May 26, 2017 9:47 PM (GMT)",,"March 15, 2020 4:50 PM",3266
"Greger, Michael; Stone, Gene","According to the published literature, the results of nearly all antidepressant trials were positive. In contrast, FDA analysis of trial data—including the unpublished studies—demonstrated that roughly half of the trials showed the drugs didn’t work after all. When all the data—published and unpublished—were combined, antidepressants failed to show a clinically significant advantage over placebo sugar pills.",How Not to Die : Discover the Foods Scientifically Proven to Prevent and Reverse Disease,,,"4728-4731 ",,"September 22, 2016 10:59 PM (GMT)",,"March 15, 2020 4:50 PM",2864
"Hanh, Thich Nhat","Bodhi (""awakening,"" ""enlightenment"") comes from the root budh-, which means ""to wake up,"" to be aware of what is going on within",The Heart Of The Buddha's Teaching,,,page 215 (Location 3284-3286),,"September 25, 2017 2:51 AM (GMT)",,"March 15, 2020 4:50 PM",3551
Jo Walton,"“Plato says art should show good people doing good things as an example to the children,” Atticus said. “Yes, and also be an example of beauty, to open their souls to excellence,” I added.",The Just City,,,page 41 (Location 621-623),,"September 28, 2017 12:42 AM (GMT)",,"March 15, 2020 4:50 PM",3586
Carol Dweck,"We asked people, ranging from grade schoolers to young adults, “When do you feel smart?” The differences were striking. People with the fixed mindset said: “It’s when I don’t make any mistakes.” “When I finish something fast and it’s perfect.” “When something is easy for me, but other people can’t do it.” It’s about being perfect right now. But people with the growth mindset said: “When it’s really hard, and I try really hard, and I can do something I couldn’t do before.” Or “[When] I work on something a long time and I start to figure it out.” For them it’s not about immediate perfection. It’s about learning something over time: confronting a challenge and making progress.",Mindset,,,page 30 (Location 460-467),,"August 8, 2016 4:17 PM (GMT)",,"March 15, 2020 4:50 PM",2718
Stephen Batchelor,The Chinese adage: “Great doubt: great enlightenment / Little doubt: little enlightenment / No doubt: no enlightenment” would make little sense for most traditional Tibetan,The Faith to Doubt,"Buddhism, Doubt, Enlightenment, Funny, Ignorance",,page 13 (location 185-186),,"December 23, 2019 9:07 PM (GMT)",,"March 15, 2020 4:50 PM",4179
"Hanh, Thich Nhat","Any work of art is, to a large extent, a product of the collective consciousness.",The Heart Of The Buddha's Teaching,,,page 118 (Location 1795-1796),,"September 18, 2017 11:05 PM (GMT)",,"March 15, 2020 4:50 PM",3509
Elif Shafak,"‘Truth is a butterfly: it lands on this flower and that. You run after it with a net. If you capture it, you are happy. But it won’t live long. Truth is a delicate thing.’",The Architect's Apprentice,,,page 411 (Location 6296-6297),,"August 16, 2016 6:36 AM (GMT)",,"March 15, 2020 4:50 PM",2777
Martin Seligman,"Homework (starting now and continuing through the entire course of therapy): The client starts a “blessings journal,” in which she writes, every night, three good things (big or small) that happened that day.",Flourish,,,page 58 (Location 878-879),,"May 29, 2015 8:34 AM (GMT)",,"March 15, 2020 4:50 PM",2193
"Greger, Michael; Stone, Gene","Aren’t goji berries expensive, though? In natural foods stores, they can go for twenty dollars a pound, but in Asian supermarkets, you can buy them as “Lycium” berries, and they’re even cheaper than raisins.",How Not to Die : Discover the Foods Scientifically Proven to Prevent and Reverse Disease,,,"6455-6456 ",,"September 24, 2016 10:22 AM (GMT)",,"March 15, 2020 4:50 PM",2876
Richard Wiseman,"Once again, this technique is effective in many different situations. From negotiating about house prices to working hours, salary to overdraft limits, it pays to start high.",59 Seconds,,,page 176 (Location 2685-2686),,"September 13, 2017 12:39 PM (GMT)",,"March 15, 2020 4:50 PM",3476
"Hanh, Thich Nhat","We can nourish our consciousness by practicing the Four Immeasurable Minds of love, compassion, joy, and equanimity,5 or we can feed our consciousness with greed, hatred, ignorance, suspicion, and pride.",The Heart Of The Buddha's Teaching,,,page 41 (Location 618-620),,"September 10, 2017 1:05 PM (GMT)",,"March 15, 2020 4:50 PM",3429
Kim Stanley Robinson,from perihelion,2312,,,page 405 (Location 6202-6202),,"June 28, 2017 10:45 PM (GMT)",,"March 15, 2020 4:50 PM",3328
Bob Burg,"“Your income is determined by how many people you serve and how well you serve them.” She paused, then added, “Or to put it another way, Your compensation is directly proportional to how many lives you touch.”",The Go-Giver: A Little Story About a Powerful Business Idea,"Business Strategy, Success",,page 43 (Location 652-655),,"January 28, 2019 12:00 AM (GMT)",,"March 15, 2020 4:50 PM",4009
H.H. the Fourteenth Dalai Lama,"Pleased with my answer, he went on, “Well, my son, if that’s so, you’re not wrong. Meat, liquor, sense pleasures, worldly enjoyments—the best things of samsara are temporarily beguiling. Young brides in the full bloom of youth and beauty are expert at leading one astray. Therefore, even if you have as your companion a young daughter of the gods, have no attachment, have no desire. Why? Speaking generally, because all the things of this world are without essence, impermanent, unreliable, and by their very nature lead to suffering [22b]. In particular, because domestic life is like a pit of fire, a cannibal island, a nest of poisonous snakes. Enjoying the entire array of samsaric perfections, wealth, and pleasures is like eating food mixed with poison, like licking honey on a razor blade, like the jewel on a snake’s head: a single touch destroys.",The Life of Shabkar,"Buddhism, Funny, Marriage, Wealth",⭐️⭐️⭐️⭐️,page 125 (Location 1907-1913),,"October 25, 2017 2:14 PM (GMT)",,"March 15, 2020 4:50 PM",3681
Michael Blanding,"The 1920s was also the decade advertising came into its own. As Europe cleaned up the wreckage from World War I, a newly confident American marketing machine churned countless new products off the assembly lines. “The chief economic problem today,” wrote ad executive Stanley Resor at the time, “is no longer the production of goods but their distribution. The shadow of overproduction . . . is the chief menace of the present industrial system.”",The Coke Machine: The Dirty Truth Behind the World's Favorite Soft Drink,,,page 46 (Location 698-701),,"October 19, 2015 11:17 PM (GMT)",,"March 15, 2020 4:50 PM",2435
tr.Martin Hammond,"The virtue of honesty, truthfulness, and a courageous recognition of reality (aletheia) combine into one of the most important of the virtues of the Meditations, integrity.",Meditations,"Philosophy, Truth, Virtue",,page 34 (Location 518-519),,"November 15, 2018 12:11 PM (GMT)",,"March 15, 2020 4:50 PM",3974
"Hanh, Thich Nhat","The Sanskrit word for mindfulness, smriti, means ""remember."" Mindfulness is remembering to come back to the present moment.",The Heart Of The Buddha's Teaching,,,page 66 (Location 1003-1004),,"September 12, 2017 11:26 PM (GMT)",,"March 15, 2020 4:50 PM",3454
Richard Sheridan,"This revealed an important truth: meetings like these are unnecessary. If you have meetings scheduled with your team, and they behave the way I’ve just described, then kill the meeting. My former team very clearly articulated that this meeting had no value for them. They were there only because the boss told them to be there.","Joy, Inc.: How We Built a Workplace People Love",,,page 59 (Location 895-897),,"June 9, 2019 11:18 AM (GMT)",,"March 15, 2020 4:50 PM",4033
H.H. the Fourteenth Dalai Lama,"Dharma friends— The signs of accomplishment are Gentleness and discipline Of body, speech, and mind: Give up attachment to those close to you And aversion toward strangers.",The Life of Shabkar,"Enlightenment, Self Control, Virtue",⭐️⭐️⭐️,page 225 (Location 3447-3450),,"October 26, 2017 11:52 PM (GMT)",,"March 15, 2020 4:50 PM",3688
Peter Kimani,"“Happy are the pure at heart,” Reverend Richard Turnbull, sitting beside Master, said over the rattling sounds of the train:",Dance of the Jakaranda,Happiness,,page 4 (Location 47-48),,"April 25, 2018 11:51 PM (GMT)",,"March 15, 2020 4:50 PM",3814
Michael Hyatt,"wow. But you must be able to identify which experiences you want to make a wow, and then have a process—or a technology—for creating that outcome. I call this “the how of wow.” The answers to these five questions will help you determine if your product is compelling: 1. What is the product or experience I want to create or transform into a wow? 2. How will the customer or prospect feel as a result of this experience? (In other words, what is the specific outcome you want to create?) 3. What specific expectations does the typical customer bring to this experience? 4. What does failing to meet customers’ expectations for this experience look like? 5. What does exceeding customers’ expectations for this experience look like?",Platform: Get Noticed in a Noisy World,,,page 31 (Location 466-474),,"October 6, 2016 1:16 PM (GMT)",,"March 15, 2020 4:50 PM",2900
"Hanh, Thich Nhat","The fourth element of true love is upeksha, which means equanimity, nonattachment, nondiscrimination, even-mindedness, or letting go.",The Heart Of The Buddha's Teaching,"Equanimity, Love",⭐️⭐️⭐️,page 175 (Location 2681-2682),,"October 2, 2017 11:21 PM (GMT)",,"March 15, 2020 4:50 PM",3655
"Hanh, Thich Nhat","We have to look deeply to see how we grow our food, so we can eat in ways that preserve our collective well-being, minimize our suffering and the suffering of other species, and allow the earth to continue to be a source of life for all of us. If, while we eat, we destroy living beings or the environment, we are eating the flesh of our own sons and daughters. We need to look deeply together and discuss how to eat, what to eat, and what to resist.",The Heart Of The Buddha's Teaching,,,page 37 (Location 558-561),,"September 10, 2017 12:54 PM (GMT)",,"March 15, 2020 4:50 PM",3419
Melanie Finn,"Ingrid had recently told him that horror was inconvenient, coming at you on the TV news before dinner. You resent it, she’d said, and you feel bad resenting it, and wonder what you should do to not feel bad. But the only solution is to undergo some kind of fundamental change in how you live your life, to become a doctor with Médecins Sans Frontières or a social worker for abused kids. At least stop buying goods made in Chinese sweatshops. It’s so big, she’d continued, so impossible and awkward, and the easiest thing—therefore—is to feed the cat instead or make a note to buy more washing powder. And we always do the easiest thing, don’t we?",The Gloaming,,,page 187 (Location 2860-2865),,"September 10, 2017 11:17 PM (GMT)",,"March 15, 2020 4:50 PM",3436
"Caro, Robert A","As for the individuals caught in this colossal traffic trap twice a day, any psychologist knows that if he turns up the voltage of the electric shock enough, the rats will be shocked out of their apathy and begin frantically scurrying back and forth through the maze again, searching desperately for a way out; newspaper stories of this period document an almost frantic search by drivers for a way out of their trap;",The power broker : Robert Moses and the fall of New York,,,page 1256 (Location 19251-19253),,"February 14, 2018 12:36 AM (GMT)",,"March 15, 2020 4:50 PM",3768
Siddhartha Mukherjee,"Science is often described as an iterative and cumulative process, a puzzle solved piece by piece, with each piece contributing a few hazy pixels of a much larger picture. But the arrival of a truly powerful new theory in science often feels far from iterative. Rather than explain one observation or phenomenon in a single, pixelated step, an entire field of observations suddenly seems to crystallize into a perfect whole. The effect is almost like watching a puzzle solve itself.",The Emperor of All Maladies,,,page 511 (Location 7828-7831),,"December 26, 2016 10:37 AM (GMT)",,"March 15, 2020 4:50 PM",3002
"Greger, Michael; Stone, Gene","The recommended daily intake of iodine is 150 mcg, which is what is in about two sheets of nori,31 the seaweed that’s used to make sushi.",How Not to Die : Discover the Foods Scientifically Proven to Prevent and Reverse Disease,,,"8790-8791 ",,"September 28, 2016 11:07 AM (GMT)",,"March 15, 2020 4:50 PM",2881
Martin Seligman,"As Nietzsche tells us, good philosophy always says, “Change your life!”",Flourish,,,page 248 (Location 3795-3795),,"March 10, 2016 7:01 PM (GMT)",,"March 15, 2020 4:50 PM",2527
Sean Carroll,"right—being honest with ourselves and others, facing up to the world and looking it right in the eyeball—doesn’t just happen. It requires a bit of effort.",The Big Picture,,,page 416 (Location 6373-6374),,"May 26, 2017 8:48 PM (GMT)",,"March 15, 2020 4:50 PM",3254
H.H. the Fourteenth Dalai Lama,"With love, compassion, and a mind set on enlightenment, care for all weary sentient beings as if they were your own children.",The Life of Shabkar,"Enlightenment, Love, Virtue",⭐️⭐️⭐️⭐️,page 295 (Location 4509-4510),,"October 29, 2017 6:49 PM (GMT)",,"March 15, 2020 4:50 PM",3692
Richard Wiseman,"Were they more likely to buy a blender after seeing the first or the second demonstration? Most important of all, did they most like Sara or Emma? Although the public tended to find Sara’s demonstration more professional and convincing, it was Emma who topped the likeability scale. When asked to explain their decision, people said that they found it difficult to identify with Sara’s flawless performance but warmed to Emma’s more human display.",59 Seconds,,,page 43 (Location 659-662),,"May 26, 2017 10:09 PM (GMT)",,"March 15, 2020 4:50 PM",3291
Tara Brach,"Many times since then, especially when I’ve been caught up in tension or self-judgment, I have stopped and asked myself, “What would it be like if I could accept life—accept this moment—exactly as it is?”",Radical Acceptance: Awakening the Love that Heals Fear and Shame,Acceptance,,page 49 (location 705-706),,"January 27, 2020 9:07 PM (GMT)",,"March 15, 2020 4:50 PM",4245
Yoon Ha Lee,"The entire command center was awash with alerts demanding attention. Cheris reminded herself that the trick was to prioritize, no matter how insistent all of the lights were that they had to be addressed all at once.",Ninefox Gambit,,,page 157 (Location 2398-2399),,"April 15, 2017 12:10 AM (GMT)",,"March 15, 2020 4:50 PM",3136
Unknown,"One of the gems of The Theory of Moral Sentiments is a scene in which Smith describes “the courts of princes,” “the drawing-rooms of the great,” where “success and preferment depend, not upon the esteem of intelligent and well-informed equals, but upon the fanciful and foolish favour of ignorant, presumptuous, and proud superiors.”",Adam Smith,"Better World, Government, Politics",,page 400 (location 6128-6130),,"December 5, 2019 3:01 AM (GMT)",,"March 15, 2020 4:50 PM",4156
Sean Carroll,"The era of complex behavior that our universe is currently enjoying is, alas, a temporary one.",The Big Picture,,,page 223 (Location 3405-3405),,"May 19, 2017 11:07 AM (GMT)",,"March 15, 2020 4:50 PM",3210
"Hanh, Thich Nhat","So many families, couples, and relationships have been broken because we have lost the capacity of listening to each other with calmness and compassion. We have lost the capacity of using calm and loving speech.",The Heart Of The Buddha's Teaching,,,page 91 (Location 1392-1394),,"September 15, 2017 11:26 PM (GMT)",,"March 15, 2020 4:50 PM",3494
Michael Hyatt,10. Answer your readers’ questions.,Platform: Get Noticed in a Noisy World,,,page 104 (Location 1591-1591),,"October 6, 2016 3:49 PM (GMT)",,"March 15, 2020 4:50 PM",2938
"Caro, Robert A","before—and the more the traffic experts studied the problem, the more difficult it was for them to avoid the conclusion that the something was the only new element in the situation—nothing other than the Triborough Bridge itself. Somehow, in ways they did not even pretend to understand, the construction of this bridge, the most gigantic and modern traffic-sorting and conveying machine in the world, had not only failed to cure the traffic problem it was supposed to solve—but had actually made it worse.",The power broker : Robert Moses and the fall of New York,"Complexity, System Thinking, Traffic",,page 694 (Location 10634-10638),,"January 6, 2018 5:55 AM (GMT)",,"March 15, 2020 4:50 PM",3746
Robert A. Caro,"And that was still, well into his fourth decade of power, the way Harry Byrd—courtly, gracious, mild mannered—towered over Virginia politics. “The apparent invincibility of the organization makes it seem useless for the dissatisfied to oppose it,” the Reporter said.",The Passage of Power,,,page 703 (Location 10779-10781),,"April 17, 2016 1:09 AM (GMT)",,"March 15, 2020 4:50 PM",2565
"Hanh, Thich Nhat",Don't run away from things that are unpleasant in order to embrace things that are pleasant. Put your hands in the earth. Face the difficulties and grow new happiness.,The Heart Of The Buddha's Teaching,,,page 47 (Location 717-718),,"September 11, 2017 11:02 PM (GMT)",,"March 15, 2020 4:50 PM",3438
