Author,Quote,Book,Tags,Rating,Location,Link,Collected,RawSource,Created,id
"Hanh, Thich Nhat","The Buddha said, ""Dear friends, I have seen deeply that nothing can be by itself alone, that everything has to inter-be with everything else.",The Heart Of The Buddha's Teaching,,,page 11 (Location 168-169),,"September 10, 2017 12:16 AM (GMT)",,"March 15, 2020 4:50 PM",3394
"Wilson, Edward O.","Was Man made in the image of God, or was God made in the image of Man? This is the heart of the difference between religion and science-based secularism. Which alternative is selected has profound importance for human self-understanding and the way people treat each other. If God made Man in His image, a belief suggested by the creation stories and iconographies of most religions, it is reasonable to suppose that He is personally in charge of humans. If, on the other hand, God did not create humanity in His image, then there is a good chance that the solar system is not special within the ten sextillion or so other star systems in the universe. If the latter alternative were widely suspected, devotion to organized religions would fall off significantly.",The Social Conquest of Earth,,,page 261 (Location 3989-3995),,"July 4, 2015 6:10 PM (GMT)",,"March 15, 2020 4:50 PM",2301
"Hanh, Thich Nhat","When you have suffered, you know how to appreciate the elements of paradise that are present.",The Heart Of The Buddha's Teaching,,,page 9 (Location 138-138),,"September 10, 2017 12:12 AM (GMT)",,"March 15, 2020 4:50 PM",3392
"Hanh, Thich Nhat","To practice the Concentration on Nonself, touch the nature of interbeing in everything you contact. This will bring you a lot of peace and joy and prevent you from suffering.",The Heart Of The Buddha's Teaching,,,page 114 (Location 1748-1749),,"September 18, 2017 10:59 PM (GMT)",,"March 15, 2020 4:50 PM",3506
"Greger, Michael; Stone, Gene","physicians that healthy eating may be “best achieved with a plant-based diet, which we define as a regimen that encourages whole, plant-based foods and discourages meats, dairy products, and eggs as well as all refined and processed foods.”",How Not to Die : Discover the Foods Scientifically Proven to Prevent and Reverse Disease,,,"379-381 ",,"September 16, 2016 12:06 AM (GMT)",,"March 15, 2020 4:50 PM",2820
Walter Isaacson,"“It would be more accurate to call Franklin the father of all the Kiwanians,” Angoff sneered, and he was brutal about what he saw as the “low order” of Franklin’s thinking: Franklin represented the least praiseworthy qualities of the inhabitants of the new world: miserliness, fanatical practicality, and lack of interest in what are usually known as spiritual things. Babbittry was not a new thing in America, but he made a religion of it, and by his tremendous success with it grafted it upon the American people so securely that the national genius is still suffering from it…Not a word about nobility, not a word about honor, not a word about grandeur of soul, not a word about charity of mind!…He had a cheap and shabby soul, and the upper levels of the mind were far beyond his reach.15",Benjamin Franklin: An American Life,,,page 525 (Location 8045-8051),,"August 8, 2016 3:04 AM (GMT)",,"March 15, 2020 4:50 PM",2692
Elif Shafak,"Busbecq believed there were two blessings in life: books and friends. And that they should be possessed in inverse quantities: many books, but only a handful of friends.",The Architect's Apprentice,,,page 144 (Location 2198-2200),,"August 10, 2016 12:31 AM (GMT)",,"March 15, 2020 4:50 PM",2761
"Hanh, Thich Nhat",Right Mindfulness is the energy that brings us back to the present moment.,The Heart Of The Buddha's Teaching,,,page 65 (Location 995-996),,"September 30, 2017 11:11 AM (GMT)",,"March 15, 2020 4:50 PM",3621
Unknown,"A morally mature person has developed the “man within the breast” in a way that makes his judgment more important to her than the judgment of other people (TMS III.2.32); she acts not out of “love of praise,” but out of “love of praiseworthiness” and “love of virtue” (see, e.g., TMS III.1.8 and III.1.14).",Adam Smith,"Morality, Self Control, Virtue",,page 398 (location 6091-6093),,"December 5, 2019 2:54 AM (GMT)",,"March 15, 2020 4:50 PM",4155
Ken Liu;,"No one ever saw the machine. After Turing’s death, he left behind two boxes of the records of the conversations he had held with Christopher. The wrinkled sheets of paper were jumbled together in no apparent order, and it was at first impossible for anyone to decipher the content of the conversations.",Broken Stars,,,page 12 (location 179-181),,"January 5, 2020 10:45 PM (GMT)",,"March 15, 2020 4:50 PM",4208
Brian McClellan,"“You won’t change anyone’s mind by shouting,” Ricard said. “Believe me. I’m the head of the union. I’ve tried.” “Then what can I do?” “Convince them. Show them what kind of a man you are and then, only when they trust you, tell them the truth.”",Powder Mage Trilogy 02 - The Crimson Campaign,,,page 64 (Location 973-975),,"January 20, 2016 12:22 AM (GMT)",,"March 15, 2020 4:50 PM",2519
Carl Safina,"When we feel love for our own babies, it’s instinctive, not intellectual. Situations produce hormones, and hormones produce feelings. It might be as automatic as the letdown of milk—but we feel it as love. Love is a feeling. It motivates behaviors such as feeding and protection. There is no shame in that, no shame in reveling in the glory of love that springs from deep and ancient wells within our cells. Indeed, it is best not to intellectualize too thoroughly about the lovability of a newborn. Better just to cherish.",Beyond Words: What Animals Think and Feel,,,page 65 (Location 988-991),,"September 3, 2016 1:25 AM (GMT)",,"March 15, 2020 4:50 PM",2798
"Hanh, Thich Nhat","While reading or listening, don't work too hard. Be like the earth. When the rain comes, the earth only has to open herself up to the rain. Allow the rain of the Dharma to come in and penetrate the seeds that are buried deep in your consciousness. A teacher cannot give you the truth. The truth is already in you. You only need to open yourself — body, mind, and heart — so that his or her teachings will penetrate your own seeds of understanding and enlightenment.",The Heart Of The Buddha's Teaching,,,page 17 (Location 251-254),,"September 10, 2017 12:55 AM (GMT)",,"March 15, 2020 4:50 PM",3401
Ian Tregillis,"One cannot accomplish as much by well-doing as by having friends in the game. —BUSINESS PHILOSOPHY OF KILIAEN VAN RENSSELAER, A FOUNDER AND DIRECTOR OF THE DUTCH WEST INDIA COMPANY",The Rising,"Business, Influence, Success",,page 1 (Location 14-17),,"July 21, 2018 6:48 AM (GMT)",,"March 15, 2020 4:50 PM",3898
Siddhartha Mukherjee,"These marks function like notes written above a sentence, or like marginalia recorded in a book—pencil lines, underlined words, scratch marks, crossed-out letters, subscripts, and endnotes—that modify the context of the genome without changing the actual words. Every cell in an organism inherits the same book, but by scratching out particular sentences and appending others, by “silencing” and “activating” particular words, by emphasizing certain phrases, each cell could potentially write a unique novel from the same basic script.",The Gene,,,page 478 (Location 7318-7322),,"March 29, 2017 12:25 PM (GMT)",,"March 15, 2020 4:50 PM",3106
Elif Shafak,"Tommaso regarded him over the brim of his cup and said, very slowly, ‘Does what we do in life matter so much? Or is it what we don’t do that carries weight?’ ‘What do you mean?’ asked Jahan after he knocked back his drink. ‘Say you are passing through the woods and you see this woman. All alone. You could have her there, but you don’t. That shows what kind of a man you are. A man swears at you. You could land a punch on his nose. If you don’t, that is who you are.’ Jahan said, ‘So not doing something is a feat, then?’ ‘True,’ Tommaso said with a smile. ‘You build with wood, stone, iron. You also build with absence. Your master knows this well.’",The Architect's Apprentice,,,page 181 (Location 2762-2767),,"August 10, 2016 1:32 AM (GMT)",,"March 15, 2020 4:50 PM",2766
Cixin Liu,"Xiao Wang, let me tell you: By the time you’re my age, you’ll realize that everything you once thought mattered so much turns out to mean very little.”",The Three-Body Problem,,,page 141 (Location 2160-2161),,"November 18, 2015 11:48 AM (GMT)",,"March 15, 2020 4:50 PM",2449
Walter Isaacson,"“There is perhaps no one of our natural passions so hard to subdue as pride; disguise it, struggle with it, beat it down, stifle it, mortify it as much as one pleases, it is still alive and will every now and then peep out and show itself.”",Benjamin Franklin: An American Life,,,page 101 (Location 1547-1549),,"August 1, 2016 10:09 PM (GMT)",,"March 15, 2020 4:50 PM",2663
Sean Carroll,"There is a much more profound implication of accepting the Core Theory as underlying the world of our everyday experience. Namely: there is no life after death. We each have a finite time as living creatures, and when it’s over, it’s over.",The Big Picture,,,page 213 (Location 3260-3262),,"May 19, 2017 10:34 AM (GMT)",,"March 15, 2020 4:50 PM",3206
Michael Hyatt,Here are seven steps to thinking big: 37 1. Imagine the possibilities. Give yourself permission to dream. I remember doing this when I was writing my first book. I imagined what it would be like to be a best-selling author. I thought about what it would be like to see my book on the New York Times bestsellers list. 2. Write down your dream. This is the act that transforms a dream into a goal. Wonderful things happen when you commit something to writing.,Platform: Get Noticed in a Noisy World,,,page 52 (Location 783-788),,"October 6, 2016 2:07 PM (GMT)",,"March 15, 2020 4:50 PM",2913
Sean Carroll,"Consequentialism and deontology aren’t the only kinds of ethical systems we can consider. Another popular approach is virtue ethics, which traces its roots back to Plato and Aristotle. If deontology is about what you do, and consequentialism is about what happens, virtue ethics is about who you are. To a virtue ethicist, what matters isn’t so much how many people you save by diverting a trolley, or the intrinsic good of your actions; what matters is whether you made your decision on the basis of virtues such as courage, responsibility, and wisdom.",The Big Picture,,,page 396 (Location 6063-6066),,"May 26, 2017 7:07 PM (GMT)",,"March 15, 2020 4:50 PM",3243
